LocID,Longitude,Latitude,YourName,Organization,SiteID,WaterbodyName,State,SiteLocation,SampleYear,SampleMonth,SampleDay,NameOfSamplers,WeatherConditions,SampleLocation,SampleMethod,Depth,SampleHour,SampleMinutes,Filtered,Frozen,Parameter,Value,Units,Rep,Fluorometer,AnalysisYear,AnalysisMonth,AnalysisDay,AnalysisHour,AnalysisMinutes,GPSType,Photos,Flag,Comments,ID,LocIDNew,WBID,Lon_LocIDNew,Lat_LocIDNew,siteDescription,siteComment,Lon_WBID,Lat_WBID
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,16,RFU,2,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,638,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,0.83,ug/l,3,Beagle,2014,6,23,,,,FALSE,FALSE,,9,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,5,,,WL1,Integrated,1,,,FALSE,FALSE,Phycocyanin,0.1,ug/l,2,Beagle,2014,8,5,,,,FALSE,FALSE,why 1m?,343,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,15,RFU,3,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,640,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,FALSE,Phycocyanin,0.1,ug/l,2,Beagle,2014,8,20,,,,FALSE,FALSE,,429,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,5,,,WL1,Integrated,1,,,FALSE,FALSE,Chlorophyll,3.6,ug/l,2,Beagle,2014,8,5,,,,FALSE,FALSE,why 1m?,340,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,15,RFU,2,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,632,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,0.1,ug/l,3,Beagle,2014,7,17,,,,FALSE,FALSE,,176,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,90,RFU,3,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,633,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,TRUE,FALSE,Chlorophyll,0.76,ug/l,2,Beagle,2014,6,23,,,,FALSE,FALSE,,2,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,1.56,ug/l,1,Beagle,2014,7,15,,,,FALSE,FALSE,,165,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,96,RFU,2,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,637,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,485.71,ug/l,2,Beagle,2014,8,29,,,,FALSE,TRUE,Uncertain Calibration Status; ,554,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,5,,,WL1,Integrated,1,,,FALSE,FALSE,Phycocyanin,6,ug/l,3,Beagle,2014,8,5,,,,FALSE,FALSE,why 1m?,344,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,1.26,ug/l,1,Beagle,2014,8,20,,,,FALSE,FALSE,,425,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,96,RFU,3,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,639,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,1.5,ug/l,3,Beagle,2014,6,27,,,,FALSE,FALSE,,18,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,1.25,ug/l,1,Beagle,2014,7,17,,,,FALSE,FALSE,,171,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,93,RFU,1,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,629,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,FALSE,Phycocyanin,0.1,ug/l,2,Beagle,2014,7,15,,,,FALSE,FALSE,,169,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,0.91,ug/l,2,Beagle,2014,6,23,,,,FALSE,FALSE,,8,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,TRUE,FALSE,Phycocyanin,2.5,ug/l,2,Beagle,2014,6,23,,,,FALSE,FALSE,,5,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,TRUE,FALSE,Phycocyanin,2,ug/l,1,Beagle,2014,6,23,,,,FALSE,FALSE,,4,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,5,,,WL1,Integrated,1,,,FALSE,FALSE,Chlorophyll,4.08,ug/l,3,Beagle,2014,8,5,,,,FALSE,FALSE,why 1m?,341,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,FALSE,Phycocyanin,2.5,ug/l,1,Beagle,2014,8,20,,,,FALSE,FALSE,,428,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,0.88,ug/l,1,Beagle,2014,6,23,,,,FALSE,FALSE,,7,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,5,,,WL1,Integrated,1,,,FALSE,FALSE,Phycocyanin,0.1,ug/l,1,Beagle,2014,8,5,,,,FALSE,FALSE,why 1m?,342,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,1.59,ug/l,2,Beagle,2014,7,15,,,,FALSE,FALSE,,166,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,0.82,ug/l,2,Beagle,2014,6,27,,,,FALSE,FALSE,,14,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,1.37,ug/l,3,Beagle,2014,7,15,,,,FALSE,FALSE,,167,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,1.35,ug/l,2,Beagle,2014,8,20,,,,FALSE,FALSE,,426,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,1.25,ug/l,3,Beagle,2014,7,17,,,,FALSE,FALSE,,173,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,1.41,ug/l,3,Beagle,2014,8,20,,,,FALSE,FALSE,,427,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,0.8,ug/l,1,Beagle,2014,6,27,,,,FALSE,FALSE,,13,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,0.82,ug/l,3,Beagle,2014,6,27,,,,FALSE,FALSE,,15,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,TRUE,FALSE,Chlorophyll,0.74,ug/l,3,Beagle,2014,6,23,,,,FALSE,FALSE,,3,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,TRUE,FALSE,Phycocyanin,2,ug/l,3,Beagle,2014,6,23,,,,FALSE,FALSE,,6,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,1.53,ug/l,2,Beagle,2014,8,29,,,,FALSE,TRUE,Uncertain Calibration Status; ,557,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,1.59,ug/l,1,Beagle,2014,8,29,,,,FALSE,TRUE,Uncertain Calibration Status; ,556,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,1.84,ug/l,3,Beagle,2014,8,29,,,,FALSE,TRUE,Uncertain Calibration Status; ,558,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,485.71,ug/l,3,Beagle,2014,8,29,,,,FALSE,TRUE,Uncertain Calibration Status; ,555,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,5,,,WL1,Integrated,1,,,FALSE,FALSE,Chlorophyll,3.96,ug/l,1,Beagle,2014,8,5,,,,FALSE,FALSE,why 1m?,339,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,16,RFU,1,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,636,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,0.1,ug/l,2,Beagle,2014,7,17,,,,FALSE,FALSE,,175,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,16,RFU,3,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,634,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,FALSE,Phycocyanin,0.1,ug/l,3,Beagle,2014,8,20,,,,FALSE,FALSE,,430,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,1.22,ug/l,2,Beagle,2014,7,17,,,,FALSE,FALSE,,172,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,98,RFU,1,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,635,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,8,20,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,1126.76,ug/l,1,Beagle,2014,8,29,,,,FALSE,TRUE,Uncertain Calibration Status; ,553,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
1,-73.17383333,45.01333333,Angela Shambaugh,VTDEC,50,,VT,,2014,6,23,,,WL1,Integrated,3,,,TRUE,FALSE,Chlorophyll,0.76,ug/l,1,Beagle,2014,6,23,,,,FALSE,FALSE,,1,1,22302965,-73.17383333,45.01333333,WBID=22302965 VTDEC NA 50 NA WL1,,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,7,24,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,0.94,ug/l,2,Beagle,2014,7,24,,,,FALSE,FALSE,,246,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,0.1,ug/l,3,Beagle,2014,6,27,,,,FALSE,FALSE,,30,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,FALSE,Phycocyanin,0.55,ug/l,3,Beagle,2014,7,15,,,,FALSE,FALSE,,182,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,1.25,ug/l,3,Beagle,2014,7,17,,,,FALSE,FALSE,,185,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,FALSE,Phycocyanin,0.1,ug/l,2,Beagle,2014,6,23,,,,FALSE,FALSE,,23,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,9,19,,,WL1,Grab,surface,,,FALSE,TRUE,Phycocyanin,46,RFU,1,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,769,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,0.91,ug/l,2,Beagle,2014,6,27,,,,FALSE,FALSE,,26,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,TRUE,Chlorophyll,0.86,ug/l,3,Beagle,2014,6,27,,,,FALSE,FALSE,,27,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,7,24,,,WL1,Integrated,3,,,FALSE,FALSE,Phycocyanin,0.1,ug/l,3,Beagle,2014,7,24,,,,FALSE,FALSE,,250,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,1.46,ug/l,3,Beagle,2014,6,23,,,,FALSE,FALSE,,21,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,9,19,,,WL1,Integrated,3,,,FALSE,TRUE,Phycocyanin,59,RFU,1,Beagle,2014,10,9,,,,FALSE,TRUE,Uncertain Calibration Status; ,767,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,FALSE,Phycocyanin,0.1,ug/l,1,Beagle,2014,6,23,,,,FALSE,FALSE,,22,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,7,15,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,10.14,ug/l,3,Beagle,2014,7,15,,,,FALSE,FALSE,,179,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
2,-73.12966667,45.04166667,Angela Shambaugh,VTDEC,51,,VT,,2014,6,23,,,WL1,Integrated,3,,,FALSE,FALSE,Chlorophyll,1.22,ug/l,2,Beagle,2014,6,23,,,,FALSE,FALSE,,20,2,22302965,-73.12966667,45.04166667,WBID=22302965 VTDEC NA 51 NA WL1,Location in Canada-distance to lake champlain okay,-73.313467071,44.5760657764
